1/22/2020,0
1/23/2020,0
1/24/2020,0
1/25/2020,0
1/26/2020,0
1/27/2020,0
1/28/2020,0
1/29/2020,0
1/30/2020,0
1/31/2020,0
2/1/2020,0
2/2/2020,0
2/3/2020,0
2/4/2020,0
2/5/2020,0
2/6/2020,0
2/7/2020,0
2/8/2020,0
2/9/2020,0
2/10/2020,0
2/11/2020,0
2/12/2020,0
2/13/2020,0
2/14/2020,0
2/15/2020,0
2/16/2020,0
2/17/2020,0
2/18/2020,0
2/19/2020,0
2/20/2020,0
2/21/2020,0
2/22/2020,0
2/23/2020,0
2/24/2020,0
2/25/2020,0
2/26/2020,0
2/27/2020,0
2/28/2020,0
2/29/2020,1
3/1/2020,1
3/2/2020,6
3/3/2020,7
3/4/2020,11
3/5/2020,12
3/6/2020,14
3/7/2020,17
3/8/2020,21
3/9/2020,22
3/10/2020,28
3/11/2020,33
3/12/2020,43
3/13/2020,51
3/14/2020,58
3/15/2020,70
3/16/2020,97
3/17/2020,134
3/18/2020,194
3/19/2020,266
3/20/2020,372
3/21/2020,475
3/22/2020,603
3/23/2020,790
3/24/2020,1033
3/25/2020,1366
3/26/2020,1783
3/27/2020,2305
3/28/2020,3018
3/29/2020,3573
3/30/2020,4280
3/31/2020,5359
4/1/2020,6635
4/2/2020,8146
4/3/2020,9566
4/4/2020,11172
4/5/2020,12790
4/6/2020,14523
4/7/2020,17099
4/8/2020,19250
4/9/2020,21463
4/10/2020,23649
4/11/2020,25790
4/12/2020,27679
4/13/2020,29657
4/14/2020,32132
4/15/2020,34719
4/16/2020,36908
4/17/2020,39007
4/18/2020,40951
4/19/2020,42934
4/20/2020,45179
4/21/2020,47662
4/22/2020,50119
4/23/2020,52543
4/24/2020,54712
4/25/2020,56444
4/26/2020,57850
4/27/2020,59330
4/28/2020,61571
4/29/2020,63962
4/30/2020,66154
5/1/2020,68063
5/2/2020,69804
5/3/2020,71007
5/4/2020,72365
5/5/2020,74586
5/6/2020,76905
5/7/2020,78822
5/8/2020,80594
5/9/2020,82058
5/10/2020,83059
5/11/2020,84093
5/12/2020,85684
5/13/2020,87416
5/14/2020,89197
5/15/2020,90862
5/16/2020,92060
5/17/2020,92891
5/18/2020,94110
5/19/2020,95555
5/20/2020,97052
5/21/2020,98246
5/22/2020,99450
5/23/2020,100524
5/24/2020,101165
5/25/2020,101762
5/26/2020,102418
5/27/2020,103896
5/28/2020,104985
5/29/2020,106103
5/30/2020,107053
5/31/2020,107674
6/1/2020,108445
6/2/2020,109428
6/3/2020,110437
6/4/2020,111443
6/5/2020,112321
6/6/2020,112958
6/7/2020,113415
6/8/2020,113926
6/9/2020,114840
6/10/2020,115716
6/11/2020,116532
6/12/2020,117355
6/13/2020,118077
6/14/2020,118424
6/15/2020,118825
6/16/2020,119612
6/17/2020,120360
6/18/2020,121058
6/19/2020,121684
6/20/2020,122257
6/21/2020,122574
6/22/2020,122952
6/23/2020,123691
6/24/2020,124446
6/25/2020,124994
6/26/2020,125620
6/27/2020,126116
6/28/2020,126437
6/29/2020,126806
6/30/2020,127365
7/1/2020,128063
7/2/2020,128802
7/3/2020,129479
7/4/2020,129781
7/5/2020,130103
7/6/2020,130474
7/7/2020,131616
7/8/2020,132457
7/9/2020,133488
7/10/2020,134304
7/11/2020,135058
7/12/2020,135531
7/13/2020,135966
7/14/2020,136862
7/15/2020,137827
7/16/2020,138788
7/17/2020,139703
7/18/2020,140585
7/19/2020,141061
7/20/2020,141590
7/21/2020,142686
7/22/2020,143911
7/23/2020,144997
7/24/2020,146091
7/25/2020,147060
7/26/2020,147594
7/27/2020,148694
7/28/2020,149916
7/29/2020,151356
7/30/2020,152645
