1/22/2020,1
1/23/2020,1
1/24/2020,2
1/25/2020,2
1/26/2020,5
1/27/2020,5
1/28/2020,5
1/29/2020,6
1/30/2020,6
1/31/2020,8
2/1/2020,8
2/2/2020,8
2/3/2020,11
2/4/2020,11
2/5/2020,11
2/6/2020,12
2/7/2020,12
2/8/2020,12
2/9/2020,12
2/10/2020,12
2/11/2020,13
2/12/2020,13
2/13/2020,14
2/14/2020,14
2/15/2020,14
2/16/2020,14
2/17/2020,14
2/18/2020,14
2/19/2020,14
2/20/2020,14
2/21/2020,16
2/22/2020,16
2/23/2020,16
2/24/2020,16
2/25/2020,16
2/26/2020,16
2/27/2020,17
2/28/2020,17
2/29/2020,25
3/1/2020,32
3/2/2020,55
3/3/2020,74
3/4/2020,107
3/5/2020,184
3/6/2020,237
3/7/2020,403
3/8/2020,519
3/9/2020,594
3/10/2020,782
3/11/2020,1147
3/12/2020,1586
3/13/2020,2219
3/14/2020,2978
3/15/2020,3212
3/16/2020,4679
3/17/2020,6512
3/18/2020,9169
3/19/2020,13663
3/20/2020,20030
3/21/2020,26025
3/22/2020,34944
3/23/2020,46096
3/24/2020,56714
3/25/2020,68841
3/26/2020,86662
3/27/2020,105253
3/28/2020,127417
3/29/2020,143544
3/30/2020,165698
3/31/2020,192079
4/1/2020,224311
4/2/2020,256541
4/3/2020,289023
4/4/2020,321199
4/5/2020,350803
4/6/2020,382661
4/7/2020,413004
4/8/2020,444153
4/9/2020,480596
4/10/2020,514943
4/11/2020,544221
4/12/2020,571093
4/13/2020,598017
4/14/2020,626412
4/15/2020,652312
4/16/2020,682268
4/17/2020,715425
4/18/2020,743419
4/19/2020,769342
4/20/2020,799022
4/21/2020,825192
4/22/2020,854611
4/23/2020,887379
4/24/2020,919531
4/25/2020,950525
4/26/2020,977072
4/27/2020,1000822
4/28/2020,1025512
4/29/2020,1051732
4/30/2020,1080973
5/1/2020,1115994
5/2/2020,1143818
5/3/2020,1168310
5/4/2020,1192023
5/5/2020,1216352
5/6/2020,1240615
5/7/2020,1268272
5/8/2020,1295544
5/9/2020,1319990
5/10/2020,1339138
5/11/2020,1358172
5/12/2020,1381015
5/13/2020,1401591
5/14/2020,1428123
5/15/2020,1452944
5/16/2020,1477177
5/17/2020,1495975
5/18/2020,1518109
5/19/2020,1538870
5/20/2020,1561592
5/21/2020,1587398
5/22/2020,1611017
5/23/2020,1631996
5/24/2020,1652587
5/25/2020,1671240
5/26/2020,1689816
5/27/2020,1709223
5/28/2020,1730869
5/29/2020,1755604
5/30/2020,1779688
5/31/2020,1799142
6/1/2020,1816107
6/2/2020,1837390
6/3/2020,1857161
6/4/2020,1878884
6/5/2020,1903885
6/6/2020,1925183
6/7/2020,1943596
6/8/2020,1960100
6/9/2020,1978192
6/10/2020,1999260
6/11/2020,2021642
6/12/2020,2046967
6/13/2020,2071939
6/14/2020,2091359
6/15/2020,2109881
6/16/2020,2133720
6/17/2020,2161109
6/18/2020,2189424
6/19/2020,2221121
6/20/2020,2253734
6/21/2020,2279923
6/22/2020,2310896
6/23/2020,2348118
6/24/2020,2384350
6/25/2020,2424719
6/26/2020,2470929
6/27/2020,2512666
6/28/2020,2554528
6/29/2020,2594170
6/30/2020,2642482
7/1/2020,2694048
7/2/2020,2750396
7/3/2020,2803016
7/4/2020,2851962
7/5/2020,2902400
7/6/2020,2945201
7/7/2020,3004060
7/8/2020,3063783
7/9/2020,3124658
7/10/2020,3192436
7/11/2020,3253807
7/12/2020,3314491
7/13/2020,3372050
7/14/2020,3438488
7/15/2020,3506454
7/16/2020,3582493
7/17/2020,3654744
7/18/2020,3718541
7/19/2020,3779990
7/20/2020,3840202
7/21/2020,3905784
7/22/2020,3976168
7/23/2020,4044425
7/24/2020,4118574
7/25/2020,4185573
7/26/2020,4241729
7/27/2020,4297899
7/28/2020,4361593
7/29/2020,4429968
7/30/2020,4497934
7/31/2020,4566403
8/1/2020,4625535
8/2/2020,4671542
8/3/2020,4716826
8/4/2020,4771800
8/5/2020,4827683
8/6/2020,4884913
8/7/2020,4945977
8/8/2020,5001153
8/9/2020,5049290
8/10/2020,5094510
8/11/2020,5147110
8/12/2020,5199912
8/13/2020,5251441
8/14/2020,5316514
8/15/2020,5366170
8/16/2020,5406274
8/17/2020,5441936
8/18/2020,5484841
8/19/2020,5529104
8/20/2020,5573693
8/21/2020,5622482
8/22/2020,5666886
8/23/2020,5701452
8/24/2020,5736333
8/25/2020,5777260
8/26/2020,5821216
8/27/2020,5867204
8/28/2020,5913739
8/29/2020,5957980
8/30/2020,5992908
8/31/2020,6025522
9/1/2020,6068465
9/2/2020,6109107
9/3/2020,6153460
9/4/2020,6204149
9/5/2020,6247658
9/6/2020,6278708
9/7/2020,6302606
9/8/2020,6328296
9/9/2020,6362832
9/10/2020,6398730
9/11/2020,6446750
9/12/2020,6488438
9/13/2020,6522972
9/14/2020,6556139
9/15/2020,6595682
9/16/2020,6634556
9/17/2020,6679807
9/18/2020,6729029
9/19/2020,6771768
9/20/2020,6810685
9/21/2020,6861279
9/22/2020,6901440
9/23/2020,6940292
9/24/2020,6987767
9/25/2020,7036315
9/26/2020,7081245
9/27/2020,7119399
9/28/2020,7151848
9/29/2020,7195362
9/30/2020,7234441
10/1/2020,7280537
10/2/2020,7335668
10/3/2020,7386327
10/4/2020,7420959
10/5/2020,7459190
10/6/2020,7504409
10/7/2020,7555626
10/8/2020,7614541
10/9/2020,7671291
10/10/2020,7727031
10/11/2020,7773863
10/12/2020,7815595
10/13/2020,7866686
10/14/2020,7925988
10/15/2020,7991102
10/16/2020,8060224
10/17/2020,8117916
10/18/2020,8168906
10/19/2020,8235645
10/20/2020,8297342
10/21/2020,8360663
10/22/2020,8436888
10/23/2020,8519366
10/24/2020,8603094
10/25/2020,8665761
10/26/2020,8731737
10/27/2020,8808898
10/28/2020,8888166
10/29/2020,8979385
10/30/2020,9079476
10/31/2020,9170212
11/1/2020,9275857
11/2/2020,9359192
11/3/2020,9487027
11/4/2020,9591204
11/5/2020,9721221
11/6/2020,9849033
11/7/2020,9981158
11/8/2020,10096514
11/9/2020,10214563
11/10/2020,10354834
11/11/2020,10504322
11/12/2020,10666089
11/13/2020,10847215
11/14/2020,11019500
11/15/2020,11157413
11/16/2020,11316591
11/17/2020,11480755
11/18/2020,11654169
11/19/2020,11846069
11/20/2020,12047505
11/21/2020,12229540
11/22/2020,12376192
11/23/2020,12548139
11/24/2020,12725374
11/25/2020,12910268
11/26/2020,13028654
11/27/2020,13231677
11/28/2020,13390434
11/29/2020,13531276
11/30/2020,13686969
12/1/2020,13881005
12/2/2020,14085509
12/3/2020,14309670
12/4/2020,14544983
12/5/2020,14766893
12/6/2020,14946112
12/7/2020,15136261
12/8/2020,15367210
12/9/2020,15588347
12/10/2020,15823022
12/11/2020,16063279
12/12/2020,16285443
12/13/2020,16472147
12/14/2020,16672776
12/15/2020,16894828
12/16/2020,17135514
12/17/2020,17372741
12/18/2020,17621703
12/19/2020,17824274
12/20/2020,18009622
12/21/2020,18199338
12/22/2020,18401309
12/23/2020,18627090
12/24/2020,18831976
12/25/2020,18940661
12/26/2020,19159654
12/27/2020,19314648
12/28/2020,19481333
12/29/2020,19683031
12/30/2020,19905970
12/31/2020,20164082
1/1/2021,20330344
1/2/2021,20626223
1/3/2021,20829873
1/4/2021,21011521
1/5/2021,21242776
1/6/2021,21499638
1/7/2021,21788251
1/8/2021,22091738
1/9/2021,22351272
1/10/2021,22564648
1/11/2021,22775485
1/12/2021,22994386
1/13/2021,23224228
1/14/2021,23462271
1/15/2021,23709297
1/16/2021,23917929
1/17/2021,24094518
1/18/2021,24235601
1/19/2021,24399887
1/20/2021,24585281
1/21/2021,24777607
1/22/2021,24967134
1/23/2021,25141997
1/24/2021,25279831
1/25/2021,25421949
1/26/2021,25566731
1/27/2021,25721867
1/28/2021,25889303
1/29/2021,26055150
1/30/2021,26200834
1/31/2021,26316263
2/1/2021,26445631
2/2/2021,26559503
2/3/2021,26682616
2/4/2021,26806544
2/5/2021,26938205
2/6/2021,27049158
2/7/2021,27141041
2/8/2021,27226051
2/9/2021,27320646
2/10/2021,27416478
2/11/2021,27522781
2/12/2021,27622811
2/13/2021,27711665
2/14/2021,27778014
2/15/2021,27832657
2/16/2021,27891260
2/17/2021,27961329
2/18/2021,28032685
2/19/2021,28110871
2/20/2021,28184278
2/21/2021,28242174
2/22/2021,28297013
2/23/2021,28369029
2/24/2021,28444040
2/25/2021,28522097
2/26/2021,28600831
2/27/2021,28666896
2/28/2021,28718763
3/1/2021,28773252
3/2/2021,28830318
3/3/2021,28897467
3/4/2021,28965999
3/5/2021,29032864
3/6/2021,29092159
3/7/2021,29134225
3/8/2021,29178538
3/9/2021,29234344
3/10/2021,29292577
3/11/2021,29355473
3/12/2021,29417546
3/13/2021,29471138
3/14/2021,29509990
3/15/2021,29564758
3/16/2021,29619139
3/17/2021,29678626
3/18/2021,29739151
3/19/2021,29801216
3/20/2021,29858238
3/21/2021,29893216
3/22/2021,29942697
3/23/2021,29995996
3/24/2021,30083117
3/25/2021,30151093
3/26/2021,30228638
3/27/2021,30290861
3/28/2021,30337215
3/29/2021,30404512
